seg_id	source_masked	target_masked	translated_masked
f63a61fc-ffcf-4ba2-9140-31f54c1b8ab3	-ym и -yt для гласных переднего ряда (soxdən-ym ‘делаю’, soxdən-yt ‘делают’), -um и -ut для гласных заднего ряда (soxd-um ‘я (с)делал’, soxd-ut ‘они (с)делали’).		
2176bfc4-f781-41af-a090-48a84a314dcf	То же правило действует в татском, только окончание 3Pl здесь имеет вид -ynd/-und (см. раздел «Система глагола»).		
2407d2ef-f8d5-4df3-bb3b-542ae46bf231	В то же время глагольные аффиксы 1 лица – сильная позиция для i и y:		
0f69aa6b-7f30-401e-b70a-b37d41bd20a8	-ym в 1Sg и -im в 1Pl не смешиваются.		
27a139a7-9397-40b6-b894-f5a43e2059ef	Таким образом, в разных диалектах татского языка системы гласных фонем различаются, в них имеются дифтонги, дрейфующие в направлении монофтонгов, и пары, противопоставленные по долготе/краткости.		
8286ac2d-1d3e-42fd-8fd8-e6bcc33088f4	В отличие от татского, в разных диалектах джуури наблюдается единая шестичленная система гласных, противопоставленных по двум рядам, трем степеням подъема и огубленности/неогубленности.		
b06bacfe-a26c-4e2e-8759-f75e4ec827e7	На вокализм обоих языков существенно и сходным образом повлиял сингармонизм контактирующего азербайджанского языка.		
4a9709fe-cb80-4654-b628-4686a24d0f6b	В диахронии влияние сингармонизма привело к изменению гласных многих корневых морфем.		
04ef9a58-bcaf-41fd-96d4-2054b4d282fc	В синхронии гласные ряда глагольных аффиксов уподобляются гласным соседних слогов основы (в обоих языках одинаково), а процессы уподобления гласных в корневых морфемах протекают по-разному: в джуури они затрагивают разные гласные в ударных и безударных слогах, а в татском происходят только без ударения и затрагивают все гласные верхнего подъема.		
4988f1aa-74f0-40bf-b25a-4ded5efc4fde	Консонантизм		
ae41bba1-d61a-434a-b351-1c4df55ba5aa	В консонантизме татского и джуури пока не выявлено различий.		
b3939457-efc6-4b7f-a365-018d745cc4f9	Единственное, о чем можно упомянуть, - это отсутствие в татском эмфатических t и d. В джуури эмфатические t и d описывают В. Ф.		
a480beb4-90c2-4d19-be34-9f889946141d	Миллер, отмечая, что они встречаются редко (Миллер 1900:		
1f9d3093-17f2-4264-89ec-24044321e944	18-19), и Р.		
e93d16d4-6c27-4e32-95fe-222d86618c88	О.		
a9f3c128-01d1-4126-bc5c-fb4efbacf5f5	Шор (Шор :		
413cd3c6-da06-4add-a9f4-043b7445d1db	135-136), а Б. В. Миллер фиксирует только эмфатическое d (Миллер 1932:		
b43589cc-6532-4cdb-8fb8-658b78a21047	270).		
0aaeca25-32fe-4259-abf4-76b80830f434	Сегодня эмфатическое t можно услышать в аудиокнигах, начитанных для портала СТМЭГИ, в исполнении некоторых чтецов (Роза Мардахаева, Батцион Абрамова) как вариант реализации обычного t.		
ad74450a-22a3-4d90-b481-fa35848146ef	Поскольку и зафиксированные В. Ф.		
e953e8be-fa0e-4b09-bb91-831a72d877f8	Миллером эмфатические t и d не обусловлены ни этимологически, ни позиционно, видимо обычные и эмфатические согласные в джуури как раньше, так и сейчас находятся в свободном варьировании, причем, по крайней мере сейчас, имеются не у всех носителей.		
fbd8691d-3729-41ff-a78b-93e32de36ec0	Именная система		
a0bfefc7-ad22-4519-a8f9-3b54442984bc	В именной системе обоих языков имеются следующие показатели:		
a8fd8232-6bb7-4553-9b2b-d68f7e1b3e9e	-ho/-ha и -un – множественное число,		
f50c2516-537d-4f4f-91ce-439db482c8b1	-rə (после гласной) / -ə (после согласной) – примерно соответствует дативу и оформляет референциальный прямой объект,		
1f79614d-25b3-49fe-bbd6-fce89ae9cbaf	дж.		
c4face34-b31f-4089-b1e1-4d1d270d1d9e	-rəvoz (после гласной) / -əvoz (после согласной), тат.		
b34bef32-5fbd-40a0-84e5-723f979ccaf0	-rəz, -rəzə, -rəvəz / -əz, -əzə, -əvəz  – имеет комитативное или инструментальное значение,		
7d80bbf7-fa61-4d78-b572-ccb23559039c	-i – несколько омонимичных аффиксов, в частности маркеры транспозиции (смены частеречной принадлежности): nəznik ‘близкий’ – nəznik-i ‘близость’, pəşm – pəşm-i ‘шерстяной’,		
09d876e4-108f-4b81-a913-a9d86f5e612a	-j – показатель изафета: маркирует главное слово (определяемое) именной атрибутивной конструкции.		
5a6b986b-5004-4f9f-bd7a-bc11b16e0414	Не присоединяется к словам с исходом на согласный или i.		
2a057204-80c7-4b31-a302-c24e305ebd14	Множественное число.		
df0b798d-1c95-4225-b7b2-9fff0510abd9	В татском языке при помощи аффикса -un образуют множественное число одушевленные существительные (названия родственников, домашних животных, отглагольные сущ. со значением деятеля и др., а также некоторые природные явления, см. Suleymanov 2020:		
d79471f3-62f5-407d-a44e-85cd21b3941b	96, Hacıyev 2009:		
43f66925-51bf-41fc-ab8e-e9c48cb40c9a	147):		
0bf82392-dafb-4062-a5f4-a4c03719a364	kük-un ‘сыновья’, pišig-un ‘кошки’, dunustagor-un ‘знатоки’.		
031d4c72-1901-46de-9171-2d45b4279d99	В джуури этот аффикс вышел из употребления, все существительные образуют мн.ч. с -ho:		
1b30007c-6995-426c-a10b-df0c4624e819	kuk-ho ‘сыновья’, pišig-ho ‘кошки’, nyvysdəgor-ho ‘писатели’.		
bf7c3b94-0804-4135-94e1-3b00008dfe8f	Варианты с -un возможны только для некоторых названий родственников (biror-un ‘братья’ наряду с biror-ho) и воспринимаются как архаичные.		
59d1741c-f5e6-4bfc-abfc-c21cb570f239	Квазипадежные показатели -(r)ə и -(r)əvoz.		
f21204b6-2c60-4f90-94c5-1abee1dd8df2	-(r)ə оформляет референциальный прямой объект, а также маркирует роли реципиента, экспериенцера и другие прототипические для датива.		
a095bbb3-0fa6-4623-ac24-2bd4ba14f5de	Примеры: дж.		
35bdad5e-4c89-4f51-be15-06ce5e31e9ed	sər ‘голова’ – sər-ə dəşəndə ə zir qənət ‘пряча голову под крыло’ (реф. прямой объект), xudo ‘бог’ – xudo-rə şykyr ‘благодарение богу’ (косвенный объект – адресат), тат. dou̯şan ‘заяц’ – dou̯şan-ə gyftim ‘мы поймали зайца’ (реф. прямой объект), in səg-ə kisnəjy букв.		
06a9405c-1fa8-4146-abb9-9cdc47d45912	‘этой собаке голодно’ (логическое подлежащее – экспериенцер).		
523bf97a-8d7f-4880-aaef-1b0820ba2ccd	В джуури -(r)ə широко используется для оформления косвенного объекта (Authier 2012:		
a9273a44-3561-443d-912e-be8e15a5d097	47-49), тогда как в татском этот показатель оформляет логическое подлежащее и используется в атрибутивной конструкции (см. ниже), а косвенный объект требует предлога: тат.		
f9336e19-ea29-4d05-a574-eeb41bf8cb5e	pijər bəxşi bə kyk tufanqa ‘отец подарил сыну ружье’, bə - предлог (Миллер 1907:		
7f97cec1-dcee-4c33-b589-732f31050c4b	29, Грюнберг 1963:		
0bc406ae-8ef6-41cd-95d1-c6d4dff24daf	22-25, 28, Suleymanov 2020:		
18377d8a-1615-41d9-b219-0d7b3cb7fd63	96-97).		
cfc033d9-d2e1-4741-8b7b-43a4bd1124b8	Функции и употребление показателя -(r)əvoz в джуури и его аналогов в татском, по-видимому, не различаются: он выражает инструментальное или комитативное значение и требует предлога.		
889133e6-d849-4244-9fd3-a38c1a4be910	Примеры: дж.		
65a0065b-7a02-4884-ba1e-d1e57e0e4a24	ə kələ cetini-rəvoz ‘с большим трудом’, тат. kufind bə cuv-əz ‘бейте палкой’ (Грюнберг, Давыдова 1982:		
5431b0b9-304d-4521-84ab-dc0fa95c2a3c	250, Hacıyev 2009:		
392044c2-c062-4a64-9885-35e4232f4454	158-159).		
ac360bb5-d5f9-4120-b23c-40339b5a81cf	Аффиксы -i и -j используются в атрибутивных конструкциях.		
e9931621-e47d-42bc-9fb8-dba3806365a5	Семантика атрибутивных конструкций в джуури подробно описана Е.		
d89d1e2c-1d53-486d-bcdc-4aba30337433	М.		
8d433b55-8710-4240-989e-7973c33a115c	Назаровой (Назарова 2002:		
1fe0a67e-3697-4b53-9cc0-3dd232d05c15	186 и след.), а с формальной точки зрения встречающиеся в татском и джуури атрибутивные конструкции можно разделить на несколько типов (табл.		
70f3d326-8b8a-448d-9423-2d09cf6629d0	1)		
ce63d17a-cd54-44bf-9427-30c15844500f	порядок компонентов		
a2d652af-f614-4be4-9b1f-970653456f33	маркер		
8f969108-0ca7-4e1f-b9aa-5e2c3e8d90d3	пример		
27d5c321-73d8-4489-9910-388ee12397a4	главн		
b4caab54-279c-407b-8a61-ca40d4b161d0	завис		
96523399-d7b6-409b-8a4f-974d6009838c	предлог		
8fab768b-4f2a-464a-bc94-f3dc7d1ae41d	главн-завис		
666f1402-e2b8-4684-a96d-6aef90b650d3	-		
05efd101-d727-4ac8-819d-33ce25da6100	-		
a6107aa6-5837-42f2-a66a-01f9af335382	ən		
84a0481d-0646-4a0b-89cf-49870d0df726	тат. xər ən qunşi ‘осёл соседа’, дж. sifət ən zən ‘лицо женщины’		
72672f26-6025-4ee7-b679-bccefb32db1e	главн-завис		
fe9ab4c0-30f9-4109-bc45-727e8829c4ba	-j/ -		
e03249c5-595b-4167-9f3b-9a5ce28ccefd	-		
26df8949-091b-45f3-af9a-1d37da030a3c	-		
02a8dd97-0d58-4f0f-857a-7f1b6d164c59	тат. sula-j siçan ‘нора мыши’, дж. çərgə-j Vs.		
3d2046b6-ea52-4416-a4ec-a7e79629682d	Miller ‘система Вс.		
bb62dd72-0b99-4a44-b95d-6238a302de91	Миллера’		
869657f2-eb2c-4fe5-bfdc-d7c29f496634	главн-завис		
79d9db53-80fb-4c31-afe4-fc290c87b73f	-		
9eaa1186-559d-439b-b3c2-f0cd552fa2a0	-i		
a000667e-eef4-4f8b-9883-897d0898bfd1	-		
4086a041-0e4e-443c-8300-29c2ee403a5b	тат. xunə bəbə-i ‘дом отца’, дж. gofho azad-i ‘слова свободы’		
c11a9306-0c36-411c-be04-d510ec1e959c	завис-главн		
8c734f4e-5e64-4c7c-adb4-1bbbf7544f42	Poss		
c8e4bd4c-e54b-4636-815f-906c36edc9fb	-(r)ə		
7b2d333f-432a-41c1-8463-3d8a8125d0fe	-		
e4ae10aa-fa39-4459-b25d-3bb4f9242a29	тат. i duşmə-rə ou̯-i ‘вода этого источника’		
adee15fe-d101-4b07-9eee-dc96607ab06a	Табл.		
56065089-e5f5-4fe8-979a-e068d0cd1dc4	1.		
917ecf4e-d3e7-4f38-9956-16eae0416588	Типы атрибутивных конструкций		
f3a8ee1c-d1a5-49a9-96d8-22cd6c7791e1	Первые два типа – конструкция с предлогом ən и конструкция с маркированием главного слова – продуктивны в обоих языках.		
2e5ef763-7a3e-4177-ab77-12d0e52f542b	Маркер главного слова -j присоединяется только к словам с исходом на гласные кроме -i.		
b3bb7801-84c8-4b7a-b5c2-93daf9f2407f	Если главное слово заканчивается на согласный или -i, этот маркер опускается: дж. num xudo ‘имя бога’, тат. divor xunə ‘стена дома’.		
f6c7d85c-b8fe-466b-98d2-5a1eb2bc88e0	Вероятно, из-за обилия таких немаркированных конструкций иногда утверждают, что конструкция с маркированным главным словом в джуури утрачивается (Назарова 2002:		
7c0daa81-6552-4d4e-9810-e794843fe4e8	192).		
cd49d0fb-65ed-4965-8086-12c9407c0961	Но если главное слово стоит во множественном числе, т.е. заканчивается на гласную (-ho), то в современных текстах оно обязательно маркируется, как и все прочие сущ. с гласным исходом, поэтому я не думаю, что эта конструкция утрачивается.		
e5a6dda2-4731-4488-93fe-79e506f1ff15	Более того, маркирование главного слова распространяется и на другие конструкции в джуури, см. ниже.		
dc63bac1-57b2-4cfe-afc3-58ebc0c998c3	Конструкция третьего типа (с маркированным зависимым словом на -i) тоже очень продуктивна в джуури.		
c8480522-65eb-4b93-b3aa-6d0f4a7e8991	В татском эта конструкция распространена гораздо уже.		
37612a29-6d3f-443c-9e0a-6494308335bd	Миллер упоминает ее, иллюстрируя лишь примерами притяжательной конструкции с названиями родственников (Миллер 1907:		
8898e608-cae5-4b04-9658-73ed882197e2	29), Грюнберг вообще не упоминает, Сулейманов пишет, что в ширванском татском форма на -i употребляется очень ограниченно (Suleymanov 2020:		
cf010f79-cb31-48cf-86ec-301460439ea8	110).		
113634b4-125b-4d6e-bf7f-26a42dffd059	Те значения, которые в джуури передаются конструкцией с формой на -i, в татском выражаются при помощи относительного прилагательного с суффиксом -in:		
e416baf7-1161-4ce6-b74d-d053c1a9f89a	pəş ‘шерсть’ – pəş-in ‘шерстяной’, uhun ‘железо’ – uhun-in ‘железный’ (Грюнберг 1963:		
57f4d225-c4be-46fc-86bd-b5f5d99f10b7	36-37), vərf ‘снег’ – vərf-in ‘снежный’, xun ‘кровь’ – xun-in ‘кровавый, кровяной’, zihr ‘сила’ – zihr-in ‘сильный’ (Suleymanov 2020:		
523b5e50-9544-4cdd-b6a9-5c9dc37ab5be	109).		
e75b6947-c2f4-4c8b-b8ab-78cc678c9d56	Эти относительные прилагательные имеют атрибутивную форму и употребляются препозитивно, т.е. не отличаются от других прилагательных:		
e1cf8700-2a26-4429-979a-89e4e846d2cd	rəng ‘цвет’ – rəng-n-ə hilou̯ ‘цветной палас’, -ə показатель атрибутивной формы, -i- в суффиксе в этой форме выпадает (Грюнберг 1963:		
57d9ab52-5c48-402f-9ae5-967088b559a7	37, пример со стр. 174).		
bf3c3ed6-ce8d-4181-bf9c-89248bbbb024	В джуури форма на -i употребляется постпозитивно и не имеет атрибутивной формы: hovun ‘железо’ – rəħ hovun-i ‘железная дорога’, vərf ‘снег’ –   doq vərf-i ‘снежная гора’, zimistu ‘зима’ – ovoduni zimistu-ji ‘зимняя одежда’ (-i переходит в -ji после гласной).		
55a5f02e-e3e1-48b7-8484-8eaf8d89def7	В джуури вторая и третья конструкции могут объединяться, и оба слова оказываются маркированы: cəkmə-ho-j mərd-i ‘мужские сапоги’, loko-j xun-i ‘кровавое пятно’, vişə-j palud-i ‘дубовый лес’.		
354980a9-db32-42a0-a6cf-24226d11b1bb	Маркирование главного слова встречается и в первой конструкции, с предлогом:		
a6c0e609-beb0-48c1-af3d-cf301351412b	gufdirə-ho-j ən Şəlmu kuk Dovid ‘притчи Соломона, сына Давида’.		
f344169c-7329-4a3d-aa47-98664a53cf53	Конструкция последнего типа, с препозицией главного слова в форме на -(r)ə, отсутствует в джуури.		
5dbdf6aa-a963-4ff2-ab08-7680265b0c52	Главное слово в ней маркируется притяжательным местоимением 3Sg или 3Pl, относящимся к зависимому слову qunşi-mun-ə səg-i ‘собака нашего соседа’, ԧəjəlun-ə çavabhə-jşun ‘ответы детей’ (примеры из Грюнберг 1963).		
32f84474-dd7f-42b8-b6af-032af534649a	В татском эта конструкция развивается под воздействием азербайджанского языка, в котором, как и в других тюркских языках, распространено маркирование главного слова атрибутивной конструкции притяжательным местоимением 3 лица.		
5fb6c1f7-fc4e-4129-ac50-a1a9ff55d993	Основные различия между татским и джуури в именной системе:		
3ececa91-9325-4c3c-a617-54ee0a08b966	два продуктивных маркера множественного числа в татском (-ha, -un) и только первый из них в джуури (-ho)		
18951438-3d61-47d6-8678-9a20fad9de30	выражение косвенного объекта формой на -(r)ə без предлога в джуури и с предлогом в татском		
cbaea64e-029c-4810-ba10-f0b199bacd6e	фонетическое разнообразие маркеров инструментально-комитативной формы в татском -(r)əz, -(r)əzə, -(r)əvəz		
f6179aaa-1177-4843-95ff-0951e2dee3fa	в джуури широко используется атрибутивная конструкция на -i (в татском встречается редко)		
bb63eb24-99a7-44a1-a3f5-ae19826598e4	в джуури отсутствует атрибутивная конструкция с маркированием главного слова притяжательным местоимением 3 лица (в татском встречается часто)		
5bf1ef6d-4209-47af-bb51-b28cd9458b72	Система глагола		
e90ece08-5cf0-4773-ad93-d3d35ee61572	В глагольной системе татский и джуури насчитывают наибольшее число различий, хотя основные характеристики этой системы в обоих языках одинаковы и представляют собой дальнейшее развитие среднеперсидского состояния:		
5295e1ef-804c-4740-b25a-66ff6eb329db	глагольная система строится на противопоставлении двух основ		
5db49431-919a-4077-a1ed-5231b86a7424	морфологическое выражение модальных значений имеют только императив, конъюнктив и (в джуури) оптатив.		
3eb73e37-c0c4-404b-b7b7-1e330f3fab58	Остальные глагольные формы могут выражать как значения индикатива, так и различные ирреальные значения		
bc0ce598-341f-4553-88cc-942410503000	многие формы индикатива восходят к аналитическим формам вида «отглагольное имя + личная форма связки или глагола ‘быть’»		
cdc00b31-0d89-4e48-b85f-fde2c807bba5	широко используются различные отглагольные имена для выражения вторичных сказуемых		
8a1b7b75-1cb4-4cde-98c5-ad291a00dbfc	противопоставлены два залога: актив и пассив, образуемый аналитически (Ефимов и др.		
9d21bb7c-aa32-4882-ad2d-90efa513a1e1	1975:		
dc0499a7-4066-442d-9ccd-723cf51d6e37	357, 386 и след., 389).		
52508bd1-27b3-4433-bad9-ad5e894096d8	джуури		
703bcade-8e20-4374-b536-b8ddadac77b5	татский		
0b41ed4a-bc74-409a-92ae-a874b3ee596c	Показатель инфинитива		
6ab3109a-0cda-496f-bfa7-8c0ea32e0f93	-də, -rə		
d318dfdb-a0b2-4092-9c5a-49688449a302	nyşdə ‘садиться’, tərsirə ‘бояться’		
0df56980-87f7-4898-bd1a-0a5b3b4f6b18	-dən, -rən		
b87c15a8-f414-4053-ba61-9c17b93ea1b7	nyşdən[[1:X:x]], tərsirən		
89ed9dc6-2432-4a21-a9bb-8e65e1d484a9	[[1:X:x]] В этом разделе примеры из татского языка преимущественно приводятся из (Грюнберг 1963).		
1ecd35b8-c1b0-49fd-8a47-c1e4cb22e287	Личные окончания		
e600abdf-a3c9-4c81-ad1b-865734fb3e95	Sg:		
b41bec09-d4c5-40f7-bc98-8d538bc5793a	1.		
65d956f2-131a-42b8-96c4-8804cebc30e5	-ym/-um, 2.		
d17ae31e-6f7e-4723-a1c8-ae469c079f91	-i, 3.		
3f8e0e2a-517d-4ae5-8e99-04a85b8cd460	Pl:		
a7b24142-5a9a-4d25-a06a-f090d72c557b	1.		
df65a30f-8dbb-4e1d-9950-08851b4fb4e7	-im, 2.		
3269b4b8-ca1e-48ce-acd4-2cbb2096c29b	-it, 3.		
e4f27160-2d29-4094-86e2-b96ae9a25055	-yt/-ut		
f169e646-d44b-4a6e-aa27-f687dc947d1f	Sg:		
b867ffef-3b59-4037-808b-32d38d262a44	1.		
bb9306f9-17bb-4df4-9f78-8a848f03427c	-ym/-um, 2.		
0a0b85dc-bcea-47d0-af95-b92761ea5418	-i, 3.		
f14461ed-60bd-478f-9bfc-3bfa5cbaa560	Pl:		
c9bbf2ae-569e-4f5f-a858-06444a088cbf	1.		
22d2157f-90a4-4bbd-bfb4-b57f6c7348bc	-im, 2.		
e1625858-e76f-4305-aa46-900c1a534f71	-ind, 3.		
4cdb82d2-6e78-4f2f-bf7e-1f4eecf2c3ee	-ynd/-und		
a20b299a-fefb-4b68-b308-1ddfa9a672a1	Табл.		
bd856d77-cb20-4487-920a-36cbc93f0241	2.		
54203248-23ca-4f24-aa9b-d0c71702321f	Показатель инфинитива и личные окончания		
0a7c8ead-bd02-4d2a-9428-b3fa4af3d81f	Инфинитив образуется с показателем -də от производящих основ на согласные и с показателем -rə от производящих основ на гласные, т.к. -d- перешло в -r- в интервокальной позиции.		
c19d9cbf-a3d3-4283-849a-c11f68bfed39	В татском инфинитив заканчивается на -n:		
ab4e60fc-a636-4324-be05-847b1a127bfa	nyşdən, tərsirən, в джуури -n утрачено[[1:X:x]] и восстанавливается только в некоторых бывших аналитических формах.		
db62af2d-1875-4d45-ae40-343d166fda47	[[1:X:x]] В джалганском татском это -n также утрачено (Беляев 2025:		
cc7d8cbf-2ce1-40e4-82a4-0bc4b4640d15	16-17 сн.)		
bd5fa393-8ebb-4b11-939f-696a46bda5f6	Противопоставление двух основ сильно трансформировалось по сравнению с предыдущими стадиями развития иранских языков.		
83fbc564-39e7-424d-90b8-e1288b08eac1	Поскольку многие глагольные формы джуури и татского языка восходят к аналитическим формам, включавшим инфитинитив или совпавшее с ним причастие, в синхронии противопоставлены друг другу основа II, включающая показатель инфинитива (дж. и тат.		
cfa51cd9-d870-4ebf-9ddb-69f6cc0abef0	nyşdə – nyşd, tərsirə – tərsir), и основа I, лишенная показателя инфинитива (nyşdə – nyş, tərsirə – tərs).		
5f9282e7-8eb0-4f45-952f-2be0ad93ff81	На стыке производящей основы с показателем инфинитива могли происходить различные фонетические процессы, затемняющие исходный вид основы, поэтому основа I бывает связана с основой II историческими чередованиями: дж.		
62edabab-0da9-4b2d-b91a-bf7512a2ec05	giroşdə – giror, тат. gyraşdə – gyrar ‘проходить’, дж. vəcirə – vəcyn, тат. vəcirə – vəcin ‘собирать’.		
b620f571-2e02-4e50-b310-9c655dfe50df	По соотношению двух основ выделяют несколько классов глаголов (Миллер 1901:		
a94597bf-9d00-4e25-903a-eebf4dcb3346	19-26, 1907:		
0b50aa1c-d059-4092-8ec1-7ac41e1a15e5	44-49, Грюнберг 1963:		
75ab690e-c705-499c-afc8-e772c78d821a	53-58, Грюнберг, Давыдова 1982:		
3db2e1e0-2691-4a27-94f9-167674a113d1	262-265).		
99f95528-d373-4f88-944e-720d0f29d20f	Распределение глаголов по этим классам не всегда совпадает в джуури и татском: тат.		
85056cfd-09c1-407b-8066-df8a2d685dbe	suxdə – suz, дж. suxdə – sux ‘гореть’, тат. vaxdə – vaz[[1:X:x]], дж. vozirə – voz ‘играть’, тат. gyfdə – gir, дж. gyrdə – gir ‘держать’.		
c627f5fa-99f1-4b54-84a1-5fcbbe2e2e81	В основном эти несовпадения объясняются фонетическими процессами, встречается также развитие супплетивизма в татском при сохранении двух разных глаголов в джуури: тат.		
d4f7428f-6e85-4082-9341-7a4373edc37c	narə – il/bil ‘класть’ (Грюнберг, Давыдова 1982:		
4d3c9736-d686-404b-a16a-9427ecddd6c2	264), дж.		
8f64bdfc-c3c8-41bb-afa6-6675ed84d6d5	norə – n ‘класть’, hişdə – hil/bihil ‘пускать, позволять’.		
cd08acc9-f71e-4291-8744-bceb692861dc	[[1:X:x]] В речи младшего поколения основа I выравнивается по основе II: наряду с suz, vaz встречаются sux, vax (Грюнберг 1963:		
c7cb76b7-780c-4805-a416-2b40e9c45289	60).		
e0cba2b3-0da7-4f2e-8106-3e57dd2c156d	От основы I образуются все формы косвенных наклонений: императив, конъюнктив, оптатив (только в джуури) и форма, которую называют по-разному (Грюнберг, Назарова – будущее потенциальное, Вс.		
58da4c4f-7f59-45c3-a6b5-943d91567ef0	Миллер и Анисимов – будущее, Отье и Сулейманов – потенциальное (éventuel, eventual)), выражающая прежде всего модальное, а не видо-временное значение (анализ этой формы Ефимов и др.		
d44a214d-04bd-438f-b5dc-d689f2e827b9	438).		
7da7ee64-9080-4dbe-9f77-fba26e6aecf0	Форма конъюнктива восходит к аористу в классическом персидском языке, поэтому исследователи, придерживающиеся иранистической традиции, называют ее аористом (Анисимов, Грюнберг, Назарова.		
5d55cee5-ad33-49fe-b7cd-434401849797	Богданов), но на синхронном уровне ее употребление ничего общего с обычным аористом не имеет, поэтому я буду называть ее конъюнктивом (как и Вс.		
bcd050a2-ed59-4b62-a6fd-5ecadaa63ec2	Ф.		
6d89bbc1-cf42-4d48-a82f-a635501e0e73	Миллер и Отье).		
e5c35cba-3cd8-4770-86e7-f184e9208b7e	Форма оптатива в джуури восходит к конъюнктиву в классическом персидском, исконный оптатив утрачен в обоих языках (Грюнберг, Давыдова 1982:		
cf427f9d-9617-4bd1-8277-8f2b46dc5173	267).		
2399b068-7b31-4c26-b2ff-025ea0cbd4c6	Императив		
d2f8a531-5a24-42d0-bdbe-46aa1d06654a	Оптатив (только дж.)		
1137d352-83be-4ebd-85a7-54977c69cf4e	Конъюнктив		
4d491959-d4ec-402d-996d-f12157e2add4	Будущее потенциальное		
0bffd8b6-69e3-4c77-9c3f-034960eb39a3	rasum  rasim		
75995fa6-d09e-40af-8ce0-7815cb21d4a9	rasi      дж. rasit, тат. rasind		
36a3410e-c132-4fb0-b4ff-972561fc8e81	rasu    дж. rasut, тат. rasund		
b490aa29-f6a4-45c7-b582-7d0fda51eb2c	mirasum  mirasim		
12e9cd29-e895-44b3-b794-da6f51222f1b	mirasi      дж. mirasit, тат. mirasind		
85d59fb4-1209-4d44-8cf5-1b7c086d6e2b	mirasu    дж. mirasut, тат. mirasund		
8da23c50-ae61-4aac-9204-354f0ef25880	Табл.		
c9503068-5657-45ac-892b-1d54a6652174	3.		
a5fb5743-3e69-4840-abb9-7f79bfc9234f	Формы, образуемые от основы I, на примере глагола ‘достигать’ (дж. и тат. основа I ras, основа II rasir)		
3846c5a4-8d79-414c-8bc3-1202a49f01b1	От основы II образуются две синтетических формы: перфект II (результатив в прошедшем) и форма прошедшего времени, имеющая аспектуальное значение в татском (Грюнберг называет ее «прошедшее многократное») и модальное значение в джуури (Вс.		
c471486c-f77d-48e9-bd1b-246826b7fe0c	Миллер называет ее Conditionalis, Отье éventuel passé).		
1dfb1cad-baeb-42be-b851-2dfbe08fb47a	В 3Sg глаголов на -rə согласный -r выпадает, форма оканчивается на последний гласный основы (дж. omorə – omo ‘приходить’, dirə – di ‘видеть’).		
e979c6cb-2345-4d82-becd-b4e563634f64	Перфект II		
48b91943-aae1-4967-a563-3396be521d9d	тат.		
b0e633d9-cfa6-48ff-b305-e81740c2cec9	Прошедшее многократное, дж.		
9b554338-1f30-4502-b7b7-76053a12472f	Форма прошедшего времени, выражающая ирреальные значения		
0414db4d-ae0d-4d79-baca-5cf75a93bc94	rasirym  rasirim		
1b68cf9a-1556-4e4a-8eef-0c2e0c14aa6e	rasiri     дж. rasirit, тат. rasirind		
9b0c854a-34fa-4974-a33c-029b82d63920	rasi       дж. rasiryt, тат. rasund		
efe0c2b4-8761-4343-857a-2f92f77cf0c4	mirasirym  mirasirim		
668e077a-0a56-4b22-b020-05fa3944dd93	mirasiri     дж. mirasirit, тат. mirasirind		
c6860187-6ca2-40b0-aa66-afc070eef725	mirasi       дж. mirasiryt, тат. mirasund		
030998d7-c2dd-425b-b98c-26dcbb57315a	Табл.		
e9b90173-e7ea-4178-9aad-e82ee900f61e	4.		
0ca0a3d1-81f9-4c82-abb2-78562c4259d9	Синтетические формы, образуемые от основы II, на примере глагола ‘достигать’		
51493907-63e7-452e-89a9-b23814bf201d	Кроме этих двух синтетических форм, от основы II образуется большое количество аналитических и бывших аналитических форм.		
ea22cb8c-6bfa-404e-bbf8-bbe50e39413d	Они восходят к комбинации отглагольных имен (инфинитива, причастия, герундива) с формами связки, с формами глагола ‘быть’ от основ bir-, boş-, bisd- и с другими формантами.		
39bb4044-fc6e-4f96-a817-db1462732194	Способы их образования и функции пока недостаточно хорошо описаны как для татского языка, так и для джуури, поэтому детальное их сопоставление остается делом будущего.		
b1b5894a-dbac-4b5a-b097-3e289e5ee46a	Я рассмотрю здесь только три формы с основой II, о которых точно можно сказать, что они различаются в татском и джуури.		
2d89ecf6-611c-4012-bbbd-6d15dccfab89	Форма, восходящая к аналитической форме герундив + связка:		
6263e312-0f65-4f4e-901a-6581a352de0b	Sg.		
c04b53e1-40eb-4541-81ef-d7349910741f	1.		
1811e228-744a-477c-97cf-fc07a7fafdea	rasirən-ym  2. дж. rasirən-i, тат. rasirəniji 3. rasirən-i		
18be5bd2-d9b0-4405-9e5c-445d8256e944	Pl.		
af4dc71f-f159-461d-847e-427791e40001	1.		
03598c67-7b14-4fd3-b0e4-9c0f1bd886c1	rasirənim 2. дж. rasirənit, тат. rasirənind 3. дж. rasirənyt, тат. rasirənund		
47ffffa9-8336-4e58-99aa-b1e30efae634	В татском эта форма имеет значение будущего категорического (Грюнберг 1963:		
0291ad69-be53-4c54-a1a5-7c819e07164f	71).		
1d29e33b-f13b-4411-8651-0d8d4a3b5295	В джуури это форма настоящего времени, выражающая видовое значение, близкое к хабитуальному, и противопоставленная другой форме настоящего времени, образуемой с формантом ədə-, со значением прогрессива:		
72f872fd-f6ca-46fa-9c18-fd39c7ce12ee	Sg.		
